player_id,total_value
906,3397072
907,43812000
908,54125000
909,42000000
910,51703000
911,50000000
912,50000000
913,10000000
914,10843976
915,10836078
916,10278976
917,10216792
918,10028638
919,5000000
920,9842628
921,805000
922,3217532
923,3170808
924,2784332
925,1380000
926,1380000
927,805000
928,3146936
929,3037920
930,720000
931,720000
932,720000
933,495000
934,495000
935,495000
936,495000
937,975000
938,1767000
939,1760000
940,1763000
941,1763000
942,1762000
943,1761000
944,1760000
945,14418360
946,14400000
947,13248048
948,12801646
949,12663754
950,3095000
951,3095000
952,11847784
953,5835000
954,11641260
955,11577192
956,5500000
957,10969420
958,2600000
959,725000
960,2882344
961,720000
962,720000
963,720000
964,720000
965,12000000
966,12000000
967,15500000
968,15439098
969,3750000
970,14824238
971,14418360
972,5475000
973,4310000
974,4270000
975,6370000
976,4150000
977,4000000
978,3008392
979,720000
980,2831896
981,2744252
982,2714124
983,2639948
984,2585916
985,75250000
986,67500000
987,42000000
988,7950000
989,7520000
990,7500000
991,8700000
992,4000000
993,3700000
994,3500000
995,7800000
996,29315818
997,28000000
998,18600000
999,12050000
1000,12000000
1001,16500000
1002,10500000
1003,2000000
1004,5550000
1005,6611924
1006,6380308
1007,6044448
1008,1500000
1009,5910516
1010,50250000
1011,50000000
1012,50000000
1013,38000000
1014,45000000
1015,75000000
1016,72500000
1017,70100000
1018,70050000
1019,42000000
1020,56000000
1021,84000000
1022,5218404
1023,1100000
1024,4366054
1025,4321218
1026,4082294
1027,1000000
1028,3846263
1029,3827312
1030,3342172
1031,3278816
1032,815000
1033,1540000
1034,2986420
1035,720000
1036,2870488
1037,2747684
1038,47500000
1039,47500000
1040,56400000
1041,37000000
1042,27030000
1043,45025000
1044,9258810
1045,2250000
1046,4150000
1047,2025000
1048,2025000
1049,2000000
1050,2661452
1051,2601948
1052,2593184
1053,2592784
1054,2582412
1055,645000
1056,645000
1057,645000
1058,2830824
1059,1380000
1060,2708136
1061,1350000
1062,1350000
1063,2628556
1064,975000
1065,1760000
1066,1760000
1067,1757500
1068,1755500
1069,1755000
1070,1755000
1071,3095000
1072,9000000
1073,11596600
1074,10221644
1075,2500000
1076,5000000
1077,9258810
1078,9035568
1079,2875844
1080,2820596
1081,2819648
1082,2779044
1083,1350000
1084,1350000
1085,1350000
1086,14400000
1087,13741900
1088,13540186
1089,13248048
1090,12850988
1091,1000000
1092,3900000
1093,955000
1094,2745000
1095,4450000
1096,810000
1097,3235000
1098,645000
1099,2571696
1100,1230000
1101,1200000
1102,1200000
1103,1765000
1104,1763000
1105,20000000
1106,4971000
1107,17000000
1108,8500000
1109,90000000
1110,75000000
1111,72500000
1112,70100000
1113,70050000
1114,56000000
1115,68750000
1116,67500000
1117,54000000
1118,23000000
1119,44400000
1120,50250000
1121,38000000
1122,45000000
1123,35500000
1124,34000000
1125,84000000
1126,55000000
1127,48000000
1128,42000000
1129,51250000
1130,47500000
1131,140000000
1132,1500000
1133,3284072
1134,720000
1135,2810800
1136,2750152
1137,2677556
1138,2677556
1139,57500000
1140,15000000
1141,18871768
1142,18477166
1143,8000000
1144,7650000
1145,5798444
1146,5624282
1147,2800000
1148,5506296
1149,2700000
1150,1200000
1151,2225000
1152,35500000
1153,34000000
1154,24000000
1155,31000000
1156,22500000
1157,55000000
1158,68750000
1159,67500000
1160,65000000
1161,62500000
1162,3619200
1163,3617400
1164,3598862
1165,895000
1166,3572556
1167,880000
1168,3480587
1169,3422960
1170,2705004
1171,1350000
1172,2699548
1173,2689336
1174,2625852
1175,2599612
1176,2594576
1177,645000
1178,45000000
1179,36000000
1180,45000000
1181,27000000
1182,44500000
1183,1850000
1184,1750000
1185,1750000
1186,6733690
1187,5000000
1188,6609640
1189,1625000
1190,645000
1191,645000
1192,645000
1193,645000
1194,2529072
1195,1890000
1196,2472380
1197,1230000
1198,2603900
1199,2594576
1200,645000
1201,645000
1202,645000
1203,645000
1204,645000
1205,2578408
1206,1755000
1207,1755000
1208,1755000
1209,1755000
1210,5750000
1211,11422158
1212,10154954
1213,5057000
1214,2500000
1215,5000000
1216,8808726
1217,4100000
1218,2025000
1219,2000000
1220,2000000
1221,4000000
1222,6000000
1223,5500000
1224,2689096
1225,2647840
1226,2632316
1227,2616512
1228,2603504
1229,2601948
1230,12801646
1231,12663754
1232,3095000
1233,3095000
1234,9000000
1235,11596600
1236,720000
1237,720000
1238,720000
1239,720000
1240,2594580
1241,1200000
1242,645000
1243,2537344
1244,1762500
1245,1760000
1246,1760000
1247,1760000
1248,1760000
1249,1757000
1250,1755500
1251,16806000
1252,20250000
1253,16100000
1254,20000000
1255,3875000
1256,50125000
1257,82500000
1258,81000000
1259,81000000
1260,64800000
1261,48000000
1262,75500000
1263,21000000
1264,8400000
1265,5400000
1266,3600000
1267,6975000
1268,65000000
1269,62500000
1270,61250000
1271,12050000
1272,48000000
1273,34250000
1274,33000000
1275,31000000
1276,28910000
1277,14000000
1278,19000000
1279,17250000
1280,10750000
1281,36000000
1282,35000000
1283,34000000
1284,22500000
1285,22050000
1286,7000000
1287,19500000
1288,68000000
1289,134000000
1290,150000000
1291,84000000
1292,137500000
1293,135000000
1294,125025000
1295,645000
1296,2531624
1297,2420008
1298,2415796
1299,1765000
1300,1757500
1301,52500000
1302,39000000
1303,41250000
1304,40050000
1305,31194750
1306,30000000
1307,18225204
1308,3500000
1309,12659544
1310,3095000
1311,3095000
1312,11847784
1313,11577192
1314,4250844
1315,3165524
1316,1020000
1317,1000000
1318,1925000
1319,29315818
1320,28910000
1321,28000000
1322,14000000
1323,19000000
1324,18600000
1325,61250000
1326,12050000
1327,48000000
1328,48000000
1329,34250000
1330,33000000
1331,52500000
1332,42000000
1333,3439421
1334,3304896
1335,3302264
1336,3295040
1337,3252632
1338,805000
1339,1595000
1340,645000
1341,645000
1342,645000
1343,2578408
1344,2565124
1345,17500000
1346,25500000
1347,34000000
1348,41264500
1349,24500000
1350,32500000
1351,24000000
1352,40000000
1353,6100516
1354,6036312
1355,1500000
1356,5944506
1357,5749638
1358,1400000
1359,5575506
1360,1230000
1361,1230000
1362,2401988
1363,1200000
1364,1200000
1365,2547180
1366,2533136
1367,2510024
1368,1230000
1369,1230000
1370,1755000
1371,1755000
1372,1755000
1373,1755000
1374,1755000
1375,1755000
1376,1719000
1377,9900000
1378,470000
1379,9361642
1380,8600592
1381,8396516
1382,2025000
1383,2000000
1384,2000000
1385,7247808
1386,3600000
1387,6893968
1388,6733690
1389,2598320
1390,645000
1391,645000
1392,645000
1393,645000
1394,2554428
1395,2547868
1396,5750000
1397,11422158
1398,10843976
1399,10836078
1400,10278976
1401,10216792
1402,10154954
1403,5057000
1404,1230000
1405,1757500
1406,1757000
1407,1755000
1408,1755000
1409,1755000
1410,1755000
1411,1755000
1412,1755000
1413,1755000
1414,1755000
1415,1755000
1416,15450000
1417,11400000
1418,15500000
1419,11254000
1420,3095000
1421,8850000
1422,7575000
1423,60000000
1424,58000000
1425,72000000
1426,71250000
1427,42000000
1428,65000000
1429,52000000
1430,45000000
1431,3000000
1432,2230000
1433,2200000
1434,1350000
1435,2623556
1436,52500000
1437,41102000
1438,30000000
1439,10000000
1440,57000000
1441,27150000
1442,36000000
1443,15000000
1444,4500000
1445,4000000
1446,3750000
1447,14495228
1448,6800000
1449,13478172
1450,6350000
1451,5835000
1452,13000000
1453,18600000
1454,30500000
1455,24010000
1456,24000000
1457,22258808
1458,10502050
1459,50000000
1460,122970000
1461,94000000
1462,66400000
1463,88000000
1464,1757000
1465,1755500
1466,1755000
1467,1755000
1468,1755000
1469,1714000
1470,27150882
1471,26000000
1472,24956338
1473,15610000
1474,15500000
1475,15000000
1476,19800000
1477,17241304
1478,10969420
1479,10221644
1480,2500000
1481,5000000
1482,9035568
1483,4000000
1484,3640454
1485,895000
1486,895000
1487,895000
1488,895000
1489,895000
1490,12050000
1491,12000000
1492,17250000
1493,16500000
1494,10750000
1495,10500000
1496,15000000
1497,15000000
1498,41102000
1499,51250000
1500,30000000
1501,10000000
1502,57000000
1503,3175788
1504,3141964
1505,3129992
1506,3070200
1507,3057592
1508,3052620
1509,2561804
1510,2549392
1511,2529072
1512,1230000
1513,1230000
1514,1200000
1515,1775000
1516,1765000
1517,40000000
1518,32000000
1519,15400000
1520,15000000
1521,7500000
1522,36500000
1523,29000000
1524,5324722
1525,5218404
1526,1200000
1527,1100000
1528,4366054
1529,1770000
1530,1763000
1531,1760500
1532,1760000
1533,1757500
1534,1757000
1535,1206000
1536,1770000
1537,1765000
1538,1760000
1539,1758500
1540,1757500
1541,1757000
1542,1755000
1543,570000
1544,570000
1545,1080000
1546,495000
1547,495000
1548,495000
1549,495000
1550,495000
1551,1750000
1552,6231240
1553,5662228
1554,1400000
1555,5000000
1556,6494972
1557,6334438
1558,4750000
1559,1550000
1560,3050000
1561,1500000
1562,1500000
1563,2534348
1564,1230000
1565,1230000
1566,1230000
1567,1230000
1568,1200000
1569,1200000
1570,1775000
1571,10028638
1572,2500000
1573,5000000
1574,5000000
1575,9900000
1576,9842628
1577,570000
1578,1665000
1579,1080000
1580,1080000
1581,1050000
1582,1755000
1583,1755000
1584,1755000
1585,1755000
1586,1755000
1587,1755000
1588,1738235
1589,1722500
1590,1715000
1591,2300000
1592,6750000
1593,4205000
1594,1755000
1595,1000000
1596,1000000
1597,2845772
1598,44400000
1599,33000000
1600,11000000
1601,31800000
1602,41000000
1603,2610912
1604,2544204
1605,2504308
1606,2469680
1607,2400000
1608,1765000
1609,27000000
1610,27000000
1611,25800000
1612,25500000
1613,34000000
1614,31000000
1615,22500000
1616,5500000
1617,2600000
1618,8808726
1619,4100000
1620,2000000
1621,2000000
1622,10000000
1623,19500000
1624,13500000
1625,13500000
1626,17000000
1627,84000000
1628,83250000
1629,103800000
1630,41000000
1631,96000000
1632,35158644
1633,1712000
1634,1712000
1635,1710000
1636,1710000
1637,1677000
1638,1669000
1639,1080000
1640,8500000
1641,12000000
1642,11550000
1643,14400000
1644,7000000
1645,6000000
1646,5500000
1647,6893968
1648,6494972
1649,4750000
1650,3050000
1651,895000
1652,3555820
1653,3453160
1654,3356784
1655,3323516
1656,3226572
1657,805000
1658,805000
1659,18871768
1660,18477166
1661,4500000
1662,4000000
1663,8000000
1664,47500000
1665,27150000
1666,36000000
1667,27000000
1668,27000000
1669,36000000
1670,35000000
1671,3008392
1672,3008392
1673,2980560
1674,735000
1675,735000
1676,720000
1677,2806784
1678,1350000
1679,1760000
1680,1760000
1681,1760000
1682,1760000
1683,1758000
1684,1758000
1685,1757500
1686,28000000
1687,28000000
1688,33750000
1689,33000000
1690,6500000
1691,4321218
1692,4293762
1693,4265902
1694,1030000
1695,4083482
1696,4082294
1697,1000000
1698,1757000
1699,1755500
1700,1755000
1701,1755000
1702,1755000
1703,1755000
1704,1755000
1705,1755000
1706,1755000
1707,1755000
1708,1755000
1709,1755000
1710,1755000
1711,2750000
1712,1350000
1713,5233638
1714,5073852
1715,1250000
1716,3000000
1717,5841370
1718,5759578
1719,5749638
1720,5575506
1721,2750000
1722,1350000
1723,1767500
1724,1767500
1725,1767000
1726,1765000
1727,1760000
1728,1758000
1729,1757500
1730,470000
1731,9361642
1732,2250000
1733,8600592
1734,8396516
1735,1715000
1736,1710000
1737,570000
1738,570000
1739,570000
1740,1125000
1741,1080000
1742,2780456
1743,645000
1744,645000
1745,645000
1746,2551200
1747,1200000
1748,1200000
1749,10000000
1750,28500000
1751,37500000
1752,36000000
1753,27000000
1754,1757000
1755,1755000
1756,1080000
1757,1050000
1758,495000
1759,495000
1760,22500000
1761,29165356
1762,21000000
1763,27000000
1764,6500000
1765,19000000
1766,7247808
1767,3600000
1768,6334438
1769,1550000
1770,5759578
1771,2750000
1772,1350000
1773,3809200
1774,16447768
1775,16000000
1776,4000000
1777,6500000
1778,7500000
1779,13000000
1780,32682980
1781,30247694
1782,7500000
1783,29032436
1784,7250000
1785,7000000
1786,1080000
1787,1065000
1788,1052000
1789,495000
1790,9750000
1791,3095000
1792,6000000
1793,11933394
1794,8650000
1795,1500000
1796,1500000
1797,3000000
1798,5841370
1799,2500000
1800,3207992
1801,3175913
1802,3171368
1803,3110268
1804,3092232
1805,3056880
1806,3008392
1807,7650000
1808,3750000
1809,18225204
1810,14495228
1811,3500000
1812,25800000
1813,25500000
1814,34000000
1815,34000000
1816,31000000
1817,22500000
1818,22500000
1819,2677608
1820,2618464
1821,2610404
1822,1935000
1823,1935000
1824,645000
1825,1755000
1826,1755000
1827,1755000
1828,1755000
1829,32500000
1830,12200000
1831,18250000
1832,6000000
1833,6000000
1834,24000000
1835,30000000
1836,3846263
1837,3827312
1838,3654808
1839,3619200
1840,3617400
1841,3598862
1842,1755000
1843,1755000
1844,1716000
1845,1715000
1846,1715000
1847,570000
1848,1755000
1849,1720000
1850,1710000
1851,1669000
1852,1080000
1853,1080000
1854,1080000
1855,4889636
1856,4878196
1857,4704282
1858,4572102
1859,1030000
1860,4047880
1861,3937904
1862,3907152
1863,5324722
1864,2500000
1865,1200000
1866,4697534
1867,4545640
1868,1757000
1869,1756500
1870,1756000
1871,1756000
1872,1755000
1873,1755000
1874,1755000
1875,4150000
1876,2025000
1877,2025000
1878,2000000
1879,2000000
1880,2000000
1881,1850000
1882,1750000
1883,1080000
1884,1080000
1885,1050000
1886,1050000
1887,495000
1888,495000
1889,495000
1890,1760000
1891,1756000
1892,1755000
1893,1755000
1894,1755000
1895,1735000
1896,36000000
1897,27000000
1898,34000000
1899,32000000
1900,24000000
1901,40000000
1902,24000000
1903,18000000
1904,23350998
1905,16500000
1906,3735876
1907,3593728
1908,3586404
1909,895000
1910,895000
1911,895000
1912,3517752
1913,12600108
1914,12517688
1915,12388952
1916,3095000
1917,3000000
1918,27937672
1919,26676338
1920,25664056
1921,25351277
1922,24213974
1923,11000000
1924,11000000
1925,21183034
1926,2800000
1927,10765436
1928,10669762
1929,5100000
1930,5030000
1931,9626694
1932,2125000
1933,2000000
1934,4697534
1935,4545640
1936,4471738
1937,1100000
1938,3979325
1939,930000
1940,2999244
1941,2920860
1942,2912356
1943,720000
1944,720000
1945,720000
1946,6800000
1947,13478172
1948,6350000
1949,12659544
1950,3095000
1951,3095000
1952,11847784
1953,22500000
1954,22050000
1955,29165356
1956,21000000
1957,7000000
1958,27000000
1959,19500000
1960,645000
1961,645000
1962,2578408
1963,2558044
1964,2463724
1965,1230000
1966,1755000
1967,1755000
1968,1755000
1969,1755000
1970,1730000
1971,23888912
1972,1765000
1973,17100000
1974,17627000
1975,22500000
1976,895000
1977,3572556
1978,880000
1979,3480587
1980,3422960
1981,3397180
1982,570000
1983,1665000
1984,1080000
1985,1080000
1986,1050000
1987,500000
1988,495000
1989,495000
1990,3875720
1991,3870380
1992,3745600
1993,3673180
1994,4471738
1995,1100000
1996,4293762
1997,4265902
1998,1030000
1999,1755000
2000,1755000
2001,1755000
2002,1755000
2003,1755000
2004,1755000
2005,1750000
2006,1750000
2007,6609640
2008,1625000
2009,570000
2010,1710000
2011,1080000
2012,1080000
2013,1050000
2014,1050000
2015,40000000
2016,15500000
2017,29000000
2018,34000000
2019,26000000
2020,32500000
2021,25394750
2022,18850000
2023,15675000
2024,10000000
2025,20000000
2026,10000000
2027,4500000
2028,3465592
2029,1690000
2030,3342172
2031,3323141
2032,3257016
2033,11884316
2034,11495198
2035,2750000
2036,10737646
2037,10697790
2038,10342236
2039,5000000
2040,10000000
2041,17597760
2042,16425962
2043,14416614
2044,13854482
2045,6700000
2046,6500000
2047,3700000
2048,7383094
2049,7071926
2050,3300000
2051,6503698
2052,895000
2053,895000
2054,3454756
2055,3406136
2056,3404124
2057,805000
2058,805000
2059,2864460
2060,1380000
2061,2741804
2062,2741032
2063,2720008
2064,2718064
2065,2700948
2066,1350000
2067,5835000
2068,11577192
2069,5500000
2070,10969420
2071,2600000
2072,6500000
2073,13000000
2074,19000000
2075,18600000
2076,30500000
2077,1230000
2078,1230000
2079,1200000
2080,1200000
2081,1200000
2082,1200000
2083,1770000
2084,1770000
2085,1717500
2086,1713000
2087,570000
2088,570000
2089,570000
2090,1125000
2091,1680000
2092,16750000
2093,16500000
2094,16500000
2095,16500000
2096,16200000
2097,16150000
2098,3366848
2099,3439421
2100,3304896
2101,3302264
2102,3295040
2103,3252632
2104,805000
2105,805000
2106,1080000
2107,1050000
2108,505000
2109,500000
2110,495000
2111,495000
2112,495000
2113,1825000
2114,3596436
2115,895000
2116,895000
2117,895000
2118,3559644
2119,3550180
2120,4083482
2121,3979325
2122,3809200
2123,3735876
2124,930000
2125,1755000
2126,1720000
2127,1718000
2128,1715000
2129,570000
2130,1710000
2131,570000
2132,6231240
2133,6100516
2134,6036312
2135,1500000
2136,5944506
2137,5662228
2138,495000
2139,495000
2140,22663120
2141,11000000
2142,10000000
2143,10000000
2144,5000000
2145,19750056
2146,9000000
2147,4500000
2148,15359736
2149,15152320
2150,805000
2151,805000
2152,3178808
2153,5000000
2154,5000000
2155,7250000
2156,6900000
2157,2025000
2158,2025000
2159,2000000
2160,4000000
2161,6500000
2162,3095000
2163,3000000
