,Age,Birth_Place,College,Current_Team,Experience,Position,First_Name,Last_Name
2736,53.0,"Los Angeles , CA",Cal State-Fullerton,,1 Season,,Redick, Corn
2737,23.0,Germany,Unknown,Minnesota Vikings,1st season,WR,Boehringer, Moritz
2738,51.0,"Forrest City , AR",Arkansas,,11 Seasons,,Martin, Wayne
2739,61.0,"Englewood , NJ",Kutztown,,8 Seasons,,Harper, Bruce
2740,,"Gooding , ID",Idaho,,2 Seasons,,Pavkov, Stan
2741,66.0,Gothenburg Sweden,Indiana,,1 Season,,Gartner, Chris
2742,23.0,,Texas-San Antonio,Atlanta Falcons,Rookie,DB,Moore, Jordan
2743,65.0,"Philadelphia , PA",Temple,,1 Season,,Joachim, Steve
2744,26.0,"Cleveland , OH",Northern Illinois,,1 Season,,Ashford, Perez
2745,70.0,"Owatonna , MN",Minnesota,,4 Seasons,,Jenke, Noel
2746,28.0,,Southern Illinois,,3 Seasons,,Lindsey, Korey
2747,29.0,Nuremberg Germany,Ohio U.,,1 Season,,Goulet, Steve
2748,42.0,"Vashon , WA",Washington,,1 Season,,Chorak, Jason
2749,,"Chicago , IL",Northwestern,,1 Season,,Hajek, Chuck
2750,,"Los Angeles , CA",USC,,5 Seasons,,Sears, Jimmy
2751,61.0,"Garden City , MI",Wisconsin,,8 Seasons,,Egloff, Ron
2752,52.0,"Tucson , AZ",Tulane,,9 Seasons,,Thomas, Eric
2753,49.0,"Bellaire , OH",Akron,,2 Seasons,,Vincent, Shawn
2754,46.0,"Baton Rouge , LA",USC,,11 Seasons,,Banta, Brad
2755,36.0,"Baton Rouge , LA",LSU,Philadelphia Eagles,14th season,P,Jones, Donnie
2756,,"Philadelphia , PA",Ursinus,,1 Season,,Bassman, Reds
2757,44.0,"Orangeburg , SC",East Tennessee State,,2 Seasons,,Kelly, Maurice
2758,35.0,"Huntington Beach , CA",Utah,,2 Seasons,,Fifita, Steve
2759,25.0,"Oklahoma City , OK",Texas-El Paso,New York Jets,2nd season,TE,Tomlinson, Eric
2760,,"Providence , RI",Holy Cross,,7 Seasons,,Osmanski, Bill
2761,28.0,"Cheraw , SC",Missouri,Dallas Cowboys,7th season,OLB,Gachkar, Andrew
2762,26.0,"Randolph Afb , TX",Texas A&M,Jacksonville Jaguars,4th season,OLB,Porter, Sean
2763,24.0,,Eastern Oregon State,Detroit Lions,1st season,WR,Billingsley, Jace
2764,23.0,"Covington , LA",Oregon State,Houston Texans,Rookie,CB,Decoud, Treston
2765,30.0,,Georgia,,3 Seasons,,Weston, Kade
2766,36.0,,New Mexico,,1 Season,,Renteria, D.J.
2767,44.0,"Tacoma , WA",Central Washington,,16 Seasons,,Kitna, Jon
2768,30.0,"Madison , FL",Oregon,Philadelphia Eagles,8th season,RB,Blount, LeGarrette
2769,,"Iron River , MI",Western Michigan,,5 Seasons,,Mason, Joel
2770,48.0,"Lamar , SC",Clemson,,11 Seasons,,Kirkland, Levon
2771,25.0,Sydney Australia,Stanford,Carolina Panthers,3rd season,OG,Yankey, David
2772,62.0,"Massillon , OH",Michigan State,,8 Seasons,,Hannon, Tom
2773,42.0,"Fullerton , CA",UCLA,,13 Seasons,,Kirschke, Travis
2774,,"Texhoma , TX",South Carolina,,4 Seasons,,Elston, Dutch
2775,31.0,"Columbus , OH",Cincinnati,,2 Seasons,,Manalac, Ryan
2776,29.0,"La Crosse , WI",Iowa,Tennessee Titans,7th season,DE,Klug, Karl
2777,47.0,"Miami , FL",Johnson C. Smith,,1 Season,,Johnson, Donnell
2778,54.0,"Los Angeles , CA",San Jose State,,1 Season,,Nash, Kenny
2779,,,Canisius,,3 Seasons,,Feist, Lou
2780,25.0,"Los Angeles , CA",Idaho,Dallas Cowboys,5th season,DE,Mayowa, Benson
2781,29.0,"Marshall , MO",Missouri,San Francisco 49ers,6th season,C,Barnes, Tim
2782,49.0,"Chicago , IL",Michigan,,11 Seasons,,Calloway, Chris
2783,67.0,"Galveston , TX",Oklahoma,,1 Season,,Paul, Harold
2784,55.0,"St. Louis , MO",Missouri,,3 Seasons,,Goode, Conrad
2785,35.0,"Philadelphia , PA",Navy,,5 Seasons,,Eckel, Kyle
2786,,"Goltry , OK",Phillips,,4 Seasons,,Sedbrook, Len
2787,23.0,,Florida International,Dallas Cowboys,1st season,DB,McKinnon, Jeremiah
2788,46.0,"Spokane , WA",Washington State,,21 Seasons,,Hanson, Jason
2789,,"Atlanta , GA",Georgia,,7 Seasons,,Carson, Johnny
2790,,"Pittsburgh , PA",Grove City,,1 Season,,Lantz, Mose
2791,51.0,"Dodge City , KS",Missouri,,6 Seasons,,Delpino, Robert
2792,34.0,"Champaign , IL",Nevada-Las Vegas,,5 Seasons,,Seward, Adam
2793,41.0,"Odessa , FL",Michigan,,14 Seasons,,Feely, Jay
2794,59.0,"Salem , NJ",Wake Forest,,1 Season,,Venuto, Jay
2795,,"Dallas , TX",Texas Christian,,2 Seasons,,O'Brien, Davey
2796,52.0,"Pittsburgh , PA",Nevada-Las Vegas,,1 Season,,Nelson, Ted
2797,22.0,"New Orleans , LA",LSU,Atlanta Falcons,2nd season,MLB,Jones, Deion
2798,,"Hazlehurst , MS",Southern Mississippi,,2 Seasons,,Garry, Ben
2799,49.0,,Oregon,,1 Season,,Reed, Daryl
2800,,"Richland , WA",San Jose State,,12 Seasons,,Ekern, Carl
2801,25.0,"Montreal , Quebec",Boston College,Tennessee Titans,1st season,DE,Abdesmad, Mehdi
2802,33.0,,Middle Tennessee State,,0 Season,,Payne, Bobby
2803,34.0,"New York , NY",Michigan,,3 Seasons,,Massaquoi, Tim
2804,30.0,,Southwest Minnesota State,,1 Season,,Noethlich, Bill
2805,28.0,,Villanova,,1 Season,,Dempsey, John
2806,36.0,"Santa Ana , CA",Western New Mexico,,8 Seasons,,Angulo, Richard
2807,,"Proctor District, Wetzel Co. , WV",Oregon,,6 Seasons,,Daugherty, Dick
2808,50.0,"Houston , TX",Lamar,,1 Season,,Ford, Chris
2809,,"Lubbock , TX",New Mexico,,2 Seasons,,Giddens, Frank
2810,,"Stuart , IA",No College,,2 Seasons,,Quinn, Paddy
2811,41.0,,Ohio Wesleyan,,1 Season,,Reid, Ike
2812,62.0,"New York , NY",Miami (Fla.),,5 Seasons,,Cesare, Billy
2813,,,No College,,1 Season,,Davis, John
2814,22.0,,Missouri,New England Patriots,Rookie,DT,Augusta, Josh
2815,52.0,"Lake Ronkonkoma , NY",Michigan,,14 Seasons,,Elliott, Jumbo
2816,32.0,", LA",LSU,,2 Seasons,,Johnson, Herman
2817,68.0,"Valdosta , GA",Florida State,,2 Seasons,,Dawson, Rhett
2818,32.0,"Gilman , WI",West Virginia,,5 Seasons,,Schmitt, Owen
2819,54.0,"Baton Rouge , LA",Mississippi,,1 Season,,Reed, Ben
2820,54.0,"Campbell , CA",Santa Clara,,1 Season,,Cisowski, Steve
2821,27.0,"New Bern , NC",North Carolina,,3 Seasons,,Reddick, Kevin
2822,64.0,"Montgomery , AL",West Virginia,,5 Seasons,,Owens, Artie
2823,47.0,,Pittsburgh,,2 Seasons,,Ellis, Elbert
2824,,"Baltimore , MD",Virginia Tech,,6 Seasons,,Carpenter, Keion
2825,,"Galion , OH",Ohio Wesleyan,,1 Season,,Edler, Deke
2826,31.0,"Oakland , CA",San Diego State,,3 Seasons,,Sampson, DeMarco
2827,96.0,"Brooklyn , NY",Long Island University,,1 Season,,Kapitansky, Bernie
2828,27.0,,South Carolina State,,2 Seasons,,Ellis, Dominique
2829,73.0,"Los Angeles , CA",Stanford,,3 Seasons,,Nichols, Bob
2830,51.0,"Morgan City , LA",Louisiana-Lafayette,,2 Seasons,,Hall, Mark
2831,31.0,"Petersburg , VA",Hampton,Indianapolis Colts,10th season,DE,Langford, Kendall
2832,25.0,"Atherton , CA",Nevada-Las Vegas,,1 Season,,Rice, Jerry
2833,28.0,,Utah,,1 Season,,Aiono, James
2834,53.0,"Gardner , MA",Boston College,,1 Season,,Halloran, Shawn
2835,24.0,"Covington , LA",LSU,Cleveland Browns,2nd season,RB,Magee, Terrence
2836,32.0,"Miami , FL",Kansas,,1 Season,,Allen, Rodney
2837,47.0,"Seattle , WA",Washington,,7 Seasons,,Pierce, Aaron
2838,32.0,,Oklahoma,,1 Season,,Baker, Lewis
2839,64.0,"Laurel , MS",Colorado State,,3 Seasons,,Kennedy, Jimmie
2840,39.0,"Long Beach , CA",UCLA,,6 Seasons,,Bell, Jason
2841,41.0,"Irvington , NY",Maryland,,8 Seasons,,Ogbogu, Eric
2842,,"Denison , OH",No College,,2 Seasons,,Nesser, Ted
2843,34.0,"Aliquippa , PA",Pittsburgh,,2 Seasons,,Lay, Josh
2844,,"Caldwell , ID",Washington,,3 Seasons,,McAdams, Dean
2845,35.0,,Notre Dame,,3 Seasons,,Campbell, Darrell
2846,,"Homestead , PA",Franklin & Marshall,,1 Season,,Uhrinyak, Steve
2847,51.0,"Anaheim , CA",Brigham Young,,5 Seasons,,Keim, Mike
2848,,"New York , NY",Princeton,,3 Seasons,,Beattie, Bob
2849,36.0,"New Orleans , LA",Tulane,,1 Season,,Sanchez, Jeff
2850,,"Marinette , WI",Carroll (Wis.),,1 Season,,Wagner, Buff
2851,61.0,"Glen Ridge , NJ",Penn State,,9 Seasons,,Allerman, Kurt
2852,31.0,,Vanderbilt,,2 Seasons,,Vierling, Bradley
2853,,"Parkin , AR",Arkansas,,13 Seasons,,Hanner, Dave
2854,28.0,"Ontario , CA",Brigham Young,,1 Season,,Mahina, Devin
2855,25.0,Shkoder Albania,Buffalo,Indianapolis Colts,2nd season,DT,Sokoli, Kristjan
2856,22.0,"Phoenix , AZ",New Mexico State,Arizona Cardinals,2nd season,WR,Bundy, Marquis
2857,,"San Francisco , CA",San Francisco State,,2 Seasons,,Rhodes, Bruce
2858,43.0,"Port Charlotte , FL",Wisconsin,,10 Seasons,,Hall, John
2859,42.0,"Washington , DC",Notre Dame,,1 Season,,Kinder, Randy
2860,57.0,"Live Oak , FL",Auburn,,7 Seasons,,Nelson, Ed
2861,27.0,"Fort Lauderdale , FL",Northwest Missouri State,Jacksonville Jaguars,4th season,DB,Dixon, Brian
2862,,"Andover , MA",Boston College,,2 Seasons,,Shann, Bob
2863,37.0,"Chattanooga , TN",Tennessee-Chattanooga,,8 Seasons,,Sands, Terdell
2864,49.0,"Kansas City , MO",Nebraska,,4 Seasons,,Pickens, Bruce
2865,25.0,"Los Angeles , CA",Miami (Fla.),Indianapolis Colts,2nd season,TE,Swoope, Erik
2866,47.0,"Suffolk , VA",Hampton,,3 Seasons,,Warren, Terrence
2867,44.0,"Miami , FL",Miami (Fla.),,8 Seasons,,Little, Earl
2868,29.0,"Decatur , AL",Auburn,Baltimore Ravens,9th season,DB,Powers, Jerraud
2869,29.0,"Forsyth , GA",Marshall,,4 Seasons,,Harvey, Mario
2870,51.0,"Lafayette , LA",Nicholls State,,12 Seasons,,Carrier, Mark
2871,59.0,"Vancouver , B.C.",Washington State,,3 Seasons,,Kennedy, Allan
2872,82.0,"Ambridge , PA",North Carolina,,12 Seasons,,Koman, Bill
2873,32.0,"Miami , FL",Nebraska,,1 Season,,Hardy, Frantz
2874,62.0,"Lufkin , TX",Houston,,1 Season,,Little, Everett
2875,36.0,"Monroe , LA",LSU,,2 Seasons,,Edwards, Eric
2876,22.0,"Baltimore , MD",Georgia,Los Angeles Rams,3rd season,RB,Gurley, Todd
2877,27.0,"St. Matthews , SC",South Carolina,Philadelphia Eagles,6th season,WR,Jeffery, Alshon
2878,,"Temple , TX",St. Mary's (Tex.),,2 Seasons,,Koch, George
2879,89.0,"Brooklyn , NY",Nevada,,9 Seasons,,Sharkey, Ed
2880,32.0,"Miami , FL",Michigan State,,2 Seasons,,Reed, Kerry
2881,,"Crystal Lake , IL",Northern Illinois,,1 Season,,Behan, Chuck
2882,,"Chicago , IL",South Dakota State,,1 Season,,Klawitter, Dick
2883,48.0,"Washington , DC",North Carolina State,,8 Seasons,,Campbell, Jesse
2884,61.0,"St. Petersburg , FL",Georgia,,1 Season,,Leavitt, Allan
2885,50.0,"Columbus , OH",San Diego State,,11 Seasons,,Fortin, Roman
2886,42.0,"Monroe , LA",Southern Mississippi,,4 Seasons,,Phenix, Perry
2887,,"College Heights , AR",Arkansas-Monticello,,2 Seasons,,Nichols, Mike
2888,55.0,"Snyder , TX",Texas,,1 Season,,Degrate, Tony
2889,,"Chicago , IL",Chicago,,4 Seasons,,Tays, Jimmy
2890,72.0,"Oklahoma City , OK",San Jose State,,8 Seasons,,Harraway, Charlie
2891,38.0,"Chicago , IL",Central Florida,,5 Seasons,,Edwards, Steve
2892,29.0,"Compton , CA",USC,,2 Seasons,,Johnson, Stafon
2893,52.0,"Nogales , AZ",Arizona State,,12 Seasons,,Villa, Danny
2894,53.0,"Eunice , LA",McNeese State,,3 Seasons,,Ortego, Keith
2895,68.0,"Dallas , TX",Boise State,,1 Season,,Tillman, Faddie
2896,78.0,"Decatur , IL",Ohio State,,2 Seasons,,Tidmore, Sam
2897,55.0,"East St. Louis , IL",Minnesota,,7 Seasons,,Glenn, Kerry
2898,,"Cuero , TX",Texas,,3 Seasons,,Mayne, Lew
2899,28.0,"Denver , CO",UCLA,,1 Season,,Embree, Taylor
2900,53.0,"Portland , OR",Kansas State,,2 Seasons,,Alphin, Gerald
2901,36.0,"Moutain View , CA",USC,,1 Season,,Mattos, Grant
2902,27.0,,Boise State,Denver Broncos,3rd season,C,Paradis, Matt
2903,42.0,"Waterloo , IA",Nebraska-Omaha,,4 Seasons,,Jenkins, MarTay
2904,,"Hastings , PA",Villanova,,1 Season,,Restic, Joe
2905,,"Abilene , TX",Texas Christian,,8 Seasons,,Floyd, Don
2906,,"Minneapolis , MN",Minnesota,,1 Season,,Nolander, Don
2907,,"Little Falls , MN",Minnesota,,4 Seasons,,Joesting, Herb
2908,53.0,"New Orleans , LA",LSU,,1 Season,,Rehage, Steve
2909,67.0,"Luling , TX",Houston,,12 Seasons,,Odoms, Riley
2910,49.0,,Auburn,,1 Season,,Taylor, Greg
2911,34.0,"Honolulu , HI",Colorado,,1 Season,,Manupuna, Vaka
2912,30.0,"Memphis , TN",Tennessee,Oakland Raiders,8th season,DT,Williams, Dan
2913,24.0,"Dayton , OH",Indiana,Denver Broncos,4th season,WR,Latimer, Cody
2914,73.0,"Queens , NY",Oklahoma,,9 Seasons,,Rentzel, Lance
2915,57.0,"Fort Lawton , OK",USC,,11 Seasons,,Banks, Chip
2916,57.0,"Salinas , CA",San Diego State,,1 Season,,Laughton, Jim
2917,70.0,"Arcadia , CA",California-Santa Barbara,,4 Seasons,,Chapple, Dave
2918,28.0,"Harrisburg , PA",Pittsburgh,Buffalo Bills,9th season,RB,McCoy, LeSean
2919,77.0,"Miami , FL",Miami (Fla.),,1 Season,,Diamond, Bill
2920,,"Wynnewood , OK",New Mexico,,1 Season,,Ward, David
2921,28.0,"Queens , NY",Temple,,2 Seasons,,Dennis, Derek
2922,48.0,"Pottsville , PA",Syracuse,,8 Seasons,,Flannery, John
2923,28.0,"Augusta , GA",Notre Dame,Minnesota Vikings,6th season,FS,Smith, Harrison
2924,25.0,"New York , NY",Canisius,Carolina Panthers,2nd season,TE,Manhertz, Chris
2925,,"Chicago , IL",Wisconsin,,9 Seasons,,Kocourek, Dave
2926,,"Franklin , TN",West Virginia,,6 Seasons,,King, Rip
2927,31.0,"Beaver Co. , PA",Penn State,Arizona Cardinals,6th season,C,Shipley, A.Q.
2928,,"Tuscaloosa , AL",Alabama,,3 Seasons,,Whatley, Jim
2929,27.0,"Wheeling , WV",California (PA),Atlanta Falcons,2nd season,CB,Goodwin, C.J.
2930,27.0,,Auburn,,0 Season,,Adams, Harry
2931,42.0,"Hinds Co. , MS",Lambuth,,1 Season,,Reed, Robert
2932,21.0,,Pittsburgh,Pittsburgh Steelers,Rookie,DB,Webb, Terrish
2933,30.0,"Cleveland , OH",Iowa,,7 Seasons,,Fletcher, Bradley
2934,36.0,"San Diego , CA",Indiana,,5 Seasons,,Hamdan, Gibran
2935,36.0,"Pasadena , CA",California,,1 Season,,Ward, LaShaun
2936,,"Ten Mile , TN",Tennessee,,1 Season,,Letner, Cotton
2937,27.0,"Stratford , NJ",Massachusetts,,4 Seasons,,Talley, Julian
2938,64.0,"Leesville , LA",LSU,,8 Seasons,,Harris, Bo
2939,55.0,"Honolulu , HI",USC,,2 Seasons,,Kamana, John
2940,26.0,"Topeka , KS",Colorado State-Pueblo,New York Jets,4th season,DE,Pennel, Mike
2941,24.0,"New Braunfels , TX",Texas State,Los Angeles Chargers,3rd season,CB,Mager, Craig
2942,28.0,"College Park , GA",Colorado,,1 Season,,Obi, Conrad
2943,39.0,"Miami , FL",Oklahoma,,4 Seasons,,Marshall, Torrance
2944,58.0,"Long Beach , CA",UCLA,,3 Seasons,,Tautolo, John
2945,30.0,"Baltimore , MD",Morgan State,,2 Seasons,,Harvey, Lonnie
2946,36.0,"San Benito , TX",Southern Methodist,,3 Seasons,,Garrett, Kevin
2947,22.0,,North Carolina,Arizona Cardinals,Rookie,C,Crowley, Lucas
2948,36.0,"Westlake , CA",UCLA,,5 Seasons,,Seidman, Mike
2949,,"Battle Creek , MI",Dayton,,1 Season,,Obee, Dunc
2950,24.0,"Longview , TX",Texas Tech,Washington Redskins,Rookie,LB,Robertson, Pete
2951,55.0,"Cameron , LA",Lamar,,4 Seasons,,McArthur, Kevin
2952,26.0,,Texas A&M,,2 Seasons,,Labhart, Travis
2953,79.0,"Los Angeles , CA",Southern Mississippi,,1 Season,,Keckin, Val
2954,27.0,"College Station , TX",Texas Tech,,1 Season,,Lewis, Detron
2955,58.0,"Tarpon Springs , FL",Texas Tech,,6 Seasons,,Watts, Ted
2956,31.0,"Los Angeles , CA",California,Atlanta Falcons,9th season,C,Mack, Alex
2957,,,Kansas,Los Angeles Chargers,Rookie,CB,Stewart, Brandon
2958,29.0,"Milwaukee , WI",Nevada,San Francisco 49ers,7th season,QB,Kaepernick, Colin
2959,,"Carlisle , PA",Purdue,,5 Seasons,,Washington, Clyde
2960,74.0,"Jesup , GA",Alabama,,7 Seasons,,Ogden, Ray
2961,52.0,"Pleasanton , CA",Cal State-East Bay,,1 Season,,Terry, Joe
2962,69.0,"Kilgore , TX",Northwestern State-Louisiana,,1 Season,,Nyvall, Vic
2963,52.0,"Paulsboro , NJ",UCLA,,10 Seasons,,Anderson, Flipper
2964,50.0,"Lexington , KY",Florida State,,2 Seasons,,Gabbard, Steve
2965,,"Hope , AR",San Diego State,,1 Season,,Carson, Kern
2966,,"Pulaski , TN",Tennessee,,1 Season,,Rayburn, Van
2967,64.0,"Grand Rapids , MI",Central Michigan,,4 Seasons,,Franckowiak, Mike
2968,30.0,"Baltimore , MD",Ohio State,,1 Season,,Pettrey, Aaron
2969,60.0,"Troy , OH",Ohio State,,10 Seasons,,Vogler, Tim
2970,26.0,"Brooklyn , NY",Stony Brook,,3 Seasons,,Bamiro, Michael
2971,,"Brooklyn , NY",North Carolina,,1 Season,,Goldstein, Al
2972,,"Geneva , AL",Alabama,,2 Seasons,,Jackson, Bobby
2973,67.0,"Sioux Falls , SD",Nebraska,,3 Seasons,,Jacobson, Larry
2974,76.0,"Detroit , MI",Detroit Mercy,,1 Season,,Jackunas, Frank
2975,28.0,"Oakland , CA",Boise State,Tampa Bay Buccaneers,6th season,RB,Martin, Doug
2976,79.0,"Lakeland , FL",Florida A&M,,5 Seasons,,Childs, Clarence
2977,44.0,"Landover , MD",Syracuse,,1 Season,,Palmer, Emile
2978,54.0,"Mobile , AL",Auburn,,2 Seasons,,King, David
2979,73.0,"Honolulu , HI",Weber State,,2 Seasons,,Kamanu, Lew
2980,30.0,,Clemson,,2 Seasons,,Taylor, Rendrick
2981,28.0,,Troy,,1 Season,,Arukwe, Stanley
2982,24.0,"Kenosha , WI",Michigan State,Minnesota Vikings,3rd season,CB,Waynes, Trae
2983,28.0,,Central Florida,,1 Season,,Pieschel, Nick
2984,,,,,,,Rice, null
2985,23.0,,Florida International,Chicago Bears,Rookie,OT,Joseph, Dieugot
2986,24.0,"Tulare , CA",Washington State,Chicago Bears,5th season,WR,Wilson, Marquess
2987,40.0,"Clearwater , FL",Purdue,,1 Season,,Daniels, Chris
2988,26.0,"Spartanburg , SC",Florida State,,2 Seasons,,Dawkins, Everett
2989,36.0,Pori Finland,No College,,0 Season,,Alinen, Klaus
2990,23.0,"Wichita Falls , TX",Miami (Fla.),San Francisco 49ers,Rookie,DB,Colbert, Adrian
2991,63.0,"Steubenville , OH",Kentucky,,5 Seasons,,Pesuit, Wally
2992,32.0,"Metairie , LA",LSU,,8 Seasons,,Landry, LaRon
2993,,"Dunmore , PA",Scranton,,1 Season,,Tomasello, Carl
2994,27.0,"Camden , NJ",Penn State,Houston Texans,5th season,DT,Still, Devon
2995,39.0,,Northwestern (Ia),,1 Season,,Kleinhesselink, Riley
2996,29.0,"Tarrant , AL",Alabama,,1 Season,,Maze, Marquis
2997,79.0,"Bartow , FL",Southern Illinois,,1 Season,,Battle, Jim
2998,42.0,"Washington , DC",UCLA,,12 Seasons,,Ogden, Jonathan
2999,41.0,"Fayetteville , NC",Notre Dame,,2 Seasons,,Tatum, Kinnon
3000,44.0,"Athens , GA",Indiana,,1 Season,,Chaney, Jermaine
3001,28.0,"Des Plaines , IL",Boston College,Indianapolis Colts,7th season,T,Castonzo, Anthony
3002,23.0,"Virginia Beach , VA",Virginia,San Francisco 49ers,3rd season,OLB,Harold, Eli
3003,25.0,"Dallas , TX",Louisiana-Monroe,Tampa Bay Buccaneers,1st season,C,Allen, Josh
3004,,,Wis.-La Crosse,,0 Season,,Werner, Joe
3005,31.0,,Shaw,,2 Seasons,,Ellis, Louis
3006,65.0,Mexico City Mexico,U.S. International (CA),,1 Season,,Albert, Sergio
3007,51.0,"Queens , NY",Iowa,,2 Seasons,,Harmon, Kevin
3008,36.0,"Norfolk , VA",Georgia,Baltimore Ravens,14th season,TE,Watson, Benjamin
3009,57.0,"Grants Pass , OR",Washington State,,11 Seasons,,Beach, Pat
3010,57.0,"Philadelphia , PA",Syracuse,,7 Seasons,,Feehery, Gerry
3011,25.0,"Atlanta , GA",Tennessee,Miami Dolphins,4th season,T,James, Ja'Wuan
3012,46.0,"Portland , OR",Idaho,,5 Seasons,,Nussmeier, Doug
3013,31.0,"Lakeland , FL",Marshall,Baltimore Ravens,7th season,OLB,McClellan, Albert
3014,55.0,"Alexandria , VA",Clemson,,1 Season,,Davis, Billy
3015,,"Bay St. Louis , MS",Tulane,,1 Season,,Scafide, John
3016,66.0,"Jacksonville , FL",Holy Cross,,2 Seasons,,Jenkins, Ed
3017,45.0,"Redwood City , CA",Kansas,,4 Seasons,,Maumalanga, Chris
3018,53.0,"Montreal , Quebec",Syracuse,,5 Seasons,,Kane, Tommy
3019,55.0,"Little Rock , AR",Hawaii,,3 Seasons,,Cherry, Raphel
3020,60.0,"Dallas , TX",Texas Southern,,1 Season,,Baker, Keith
3021,63.0,"Elizabeth , NJ",Michigan,,1 Season,,Chapman, Gil
3022,64.0,"Vancouver , WA",Washington,,6 Seasons,,Pear, Dave
3023,38.0,"Marksville , LA",LSU,,2 Seasons,,Lavalais, Chad
3024,61.0,"Sacramento , CA",Washington State,,7 Seasons,,Ramson, Eason
3025,,"Moorhead , MN",Moorhead State,,1 Season,,Nemzek, Ted
3026,74.0,"Portland , OR",Washington,,9 Seasons,,Redman, Rick
3027,,,Cincinnati,Seattle Seahawks,Rookie,SAF,Tyson, Michael
3028,51.0,"Gary , IN",Illinois State,,1 Season,,Gant, Brian
3029,39.0,"Chesterfield , VA",Marshall,,4 Seasons,,Chapman, Doug
3030,48.0,"Fayetville , NC",North Carolina State,,3 Seasons,,Davenport, Charles
3031,,"Marinette , WI",Marquette,,1 Season,,Glick, Eddie
3032,25.0,"Midfield , AL",Alabama-Birmingham,Arizona Cardinals,3rd season,WR,Nelson, J.J.
3033,29.0,"El Paso , TX",Florida Atlantic,New England Patriots,5th season,TE,Housler, Rob
3034,,"Oscoda , MI",Valparaiso,,5 Seasons,,Gilbert, Wally
3035,30.0,"Charlotte , NC",Georgia,,5 Seasons,,Massaquoi, Mohamed
3036,60.0,"Topeka , KS",Kansas,,7 Seasons,,Dinkel, Tom
3037,44.0,"Compton , CA",UCLA,,2 Seasons,,Walker, Bruce
3038,31.0,,Clemson,,1 Season,,Kelly, Aaron
3039,66.0,"St. Paul , MN",North Dakota,,12 Seasons,,LeClair, Jim
3040,30.0,"New Rochelle , NY",Rutgers,,7 Seasons,,Rice, Ray
3041,37.0,"Seaford , DE",West Virginia,,6 Seasons,,Lake, Antwan
3042,71.0,"Americus , GA",South Carolina,,1 Season,,Reeves, Roy
3043,37.0,"Torrance , CA",Arizona,,10 Seasons,,Manumaleuna, Brandon
3044,29.0,,Tennessee,,1 Season,,Reveiz, Nick
3045,43.0,"Casa Grande , AZ",Arizona State,,1 Season,,Cade, Eddie
3046,101.0,"Cherry Valley , PA",Duquesne,,1 Season,,Zoppetti, Frank
3047,46.0,Lagos Nigeria,USC,,2 Seasons,,Ifeanyichukwu, Israel
3048,26.0,"New Iberia , LA",Troy,,1 Season,,Anthony, Deon
3049,67.0,"Iowa City , IA",Louisville,,7 Seasons,,Ball, Larry
3050,51.0,"Johnstown , PA",Pittsburgh-Johnstown,,5 Seasons,,Haselrig, Carlton
3051,73.0,"Little Rock , AR",Oklahoma,,13 Seasons,,Neely, Ralph
3052,27.0,"Ladson , SC",North Carolina,Los Angeles Rams,7th season,DE,Quinn, Robert
3053,,,Brigham Young,,1 Season,,George, Andrew
3054,68.0,"Frederick , MD",Frostburg State,,3 Seasons,,Maddox, Bob
3055,,"Chippewa Falls , WI",Georgia,,1 Season,,Ellenson, Gene
3056,26.0,"Valdosta , GA",Florida State,Jacksonville Jaguars,4th season,OLB,Smith, Telvin
3057,44.0,"Jacksonville , FL",Arkansas State,,2 Seasons,,Tarle, Jim
3058,,Havana Cuba,Mount St. Mary's,,1 Season,,Lamas, Joe
3059,65.0,"Rock Hill , SC",Wake Forest,,8 Seasons,,Ramsey, Chuck
3060,,"Columbus , OH",Southern Illinois,,7 Seasons,,Wheelwright, Ernie
3061,22.0,"Fairfield , AL",Indiana,Chicago Bears,2nd season,RB,Howard, Jordan
3062,70.0,"Pittsburgh , PA",William & Mary,,3 Seasons,,Darragh, Dan
3063,66.0,"Bellevue , WA",Washington,,2 Seasons,,Cahill, Bill
3064,65.0,"Quantico , VA",UCLA,,5 Seasons,,Sandifer, Bill
3065,,"Birmingham , AL",Virginia Military Inst.,,8 Seasons,,Thomason, Bobby
3066,70.0,"Houston , TX",Texas Southern,,1 Season,,Baylor, Raymond
3067,34.0,,Florida State,,0 Season,,Beitia, Xavier
3068,31.0,"Warren , OH",Michigan,,7 Seasons,,Manningham, Mario
3069,27.0,,West Virginia,,0 Season,,Urban, Tyler
3070,75.0,"Houston , TX",Oregon,,14 Seasons,,Renfro, Mel
3071,65.0,"Houston , TX",Kansas,,8 Seasons,,Goode, Don
3072,,"Wheeler , TX",Texas,,1 Season,,Baumgardner, Joe Billy
3073,28.0,"Redwood City , CA",Midwestern State,Carolina Panthers,4th season,G,Silatolu, Amini
3074,55.0,"Pennsauken , NJ",Delaware State,,9 Seasons,,Taylor, John
3075,56.0,"Boston , MA",Boston College,,15 Seasons,,Nash, Joe
3076,46.0,"Davenport , IA",Illinois,,5 Seasons,,Engel, Greg
3077,31.0,,Winona State,,1 Season,,Urban, Nick
3078,,"Hawthorne , IL",St. Ambrose,,3 Seasons,,Lapka, Ted
3079,68.0,"Hollister , CA",Stanford,,6 Seasons,,Tipton, Dave
3080,,"Clifton , NJ",Hobart,,1 Season,,Barna, George
3081,79.0,"Baton Rouge , LA",LSU,,3 Seasons,,Rabb, Warren
